id,name,origin,uc_id,uc_file,uc_date,uc_origin,uc_source_url,uc_repo,uc_ai_model,uc_temperature,uc_top_p,uc_title,uc_actors,uc_num_of_steps,uc_num_of_alt_scenarions,uc_num_of_err_scenarions,seq_id,seq_file,seq_date,seq_origin,seq_source_url,seq_repo,seq_ai_model,seq_temperature,seq_top_p,seq_actors,seq_num_of_participats,seq_title,seq_num_of_alt,seq_num_of_opt,seq_num_of_loop
4205,Autenticación de Usuario,semi-synthetic,4031,uc_gen\04031_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Autenticación de Usuario,4,10,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4206,User Authentication,semi-synthetic,4032,uc_gen\04032_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,User Authentication,4,8,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4207,Autenticación de Usuario,semi-synthetic,4033,uc_gen\04033_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Autenticación de Usuario,4,10,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4208,User Authentication,semi-synthetic,4034,uc_gen\04034_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,User Authentication,4,9,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4209,Autenticación de Usuario,semi-synthetic,4035,uc_gen\04035_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Autenticación de Usuario,4,9,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4210,Autorización de Usuario,semi-synthetic,4036,uc_gen\04036_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Autorización de Usuario,4,7,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4211,Autenticación de Usuario,semi-synthetic,4037,uc_gen\04037_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Autenticación de Usuario,4,9,0,0,516,seq\00516_seq.puml,2023-04-03,github,https://raw.githubusercontent.com/Ollyxs/AuthMe/60470dc8b8e68f2ff422c722567943b818139d49/docs/diagrama_de_secuencia.puml,Ollyxs/AuthMe,,0,0,2,4,,0,0,0
4212,Charging Car,semi-synthetic,4038,uc_gen\04038_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Charging Car,5,25,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4213,Start a transaction,semi-synthetic,4039,uc_gen\04039_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Start a transaction,5,6,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4214,Charging Transaction Management,semi-synthetic,4040,uc_gen\04040_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Charging Transaction Management,5,8,1,1,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4215,Start a transaction,semi-synthetic,4041,uc_gen\04041_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Start a transaction,5,6,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4216,Manage Charging Transaction,semi-synthetic,4042,uc_gen\04042_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Manage Charging Transaction,5,21,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4217,Start a transaction,semi-synthetic,4043,uc_gen\04043_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Start a transaction,5,6,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4218,Start a transaction,semi-synthetic,4044,uc_gen\04044_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Start a transaction,4,5,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4219,Start a transaction,semi-synthetic,4045,uc_gen\04045_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Start a transaction,4,6,0,0,517,seq\00517_seq.puml,2025-02-24,github,https://raw.githubusercontent.com/EVerest/libocpp/848bdf54d41844660167911d823f5af296f2432f/doc/v2/resumeInterruptedTransactions/resumeInterruptedTransactions.puml,EVerest/libocpp,,0,0,1,5,,3,0,1
4220,Manage Portfolio Photos,semi-synthetic,4046,uc_gen\04046_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4221,Manage Portfolio Photos,semi-synthetic,4047,uc_gen\04047_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4222,Manage Portfolio Photos,semi-synthetic,4048,uc_gen\04048_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4223,Manage Portfolio Photos,semi-synthetic,4049,uc_gen\04049_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4224,Manage Portfolio Photos,semi-synthetic,4050,uc_gen\04050_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4225,Manage Portfolio Photos,semi-synthetic,4051,uc_gen\04051_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4226,Perform Photo Addition to Portfolio,semi-synthetic,4052,uc_gen\04052_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Perform Photo Addition to Portfolio,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4227,Manage Portfolio Photos,semi-synthetic,4053,uc_gen\04053_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Manage Portfolio Photos,1,6,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4228,Manage Portfolio Photos,semi-synthetic,4054,uc_gen\04054_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Manage Portfolio Photos,2,7,0,0,518,seq\00518_seq.puml,2024-04-17,github,https://raw.githubusercontent.com/mei-desofs/desofs2024_M1D_2/3454c5610f09589d29f23b5c10a085f4151ec050/docs/Level1/ProcessView/AddPhotoToPortfolio.puml,mei-desofs/desofs2024_M1D_2,,0,0,1,2,,0,0,0
4229,Update Profile,semi-synthetic,4055,uc_gen\04055_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Update Profile,4,9,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4230,Update Profile,semi-synthetic,4056,uc_gen\04056_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Update Profile,4,9,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4231,Update Profile,semi-synthetic,4057,uc_gen\04057_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Update Profile,4,9,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4232,Update Profile,semi-synthetic,4058,uc_gen\04058_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Update Profile,4,6,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4233,Update Profile,semi-synthetic,4059,uc_gen\04059_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Update Profile,4,9,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4234,Update User Profile,semi-synthetic,4060,uc_gen\04060_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Update User Profile,4,9,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4235,Update User Profile,semi-synthetic,4061,uc_gen\04061_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Update User Profile,4,10,0,0,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4236,User Profile Management,semi-synthetic,4062,uc_gen\04062_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,User Profile Management,4,8,1,1,519,seq\00519_seq.puml,2023-06-11,github,https://raw.githubusercontent.com/imaginestudio-ai/golang-ninja/214aa35496cc6e374aec4e34d8b4e895cef3ad20/Event-Driven-Architecture-in-Golang/Chapter05/docs/Diagrams/read_after_write.puml,imaginestudio-ai/golang-ninja,,0,0,1,4,,0,0,0
4237,Consultar Lista de Modelos,semi-synthetic,4063,uc_gen\04063_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Consultar Lista de Modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4238,Pedido de lista de modelos,semi-synthetic,4064,uc_gen\04064_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Pedido de lista de modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4239,Consultar Lista de Modelos,semi-synthetic,4065,uc_gen\04065_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Consultar Lista de Modelos,2,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4240,Pedido de lista de modelos,semi-synthetic,4066,uc_gen\04066_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Pedido de lista de modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4241,Pedir lista de modelos,semi-synthetic,4067,uc_gen\04067_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Pedir lista de modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4242,Request List of Models,semi-synthetic,4068,uc_gen\04068_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Request List of Models,2,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4243,Solicitar lista de modelos,semi-synthetic,4069,uc_gen\04069_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Solicitar lista de modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4244,Paciente solicita lista de modelos,semi-synthetic,4070,uc_gen\04070_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Paciente solicita lista de modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4245,Solicitar lista de modelos,semi-synthetic,4071,uc_gen\04071_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Solicitar lista de modelos,2,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4246,Paciente pede lista de modelos,semi-synthetic,4072,uc_gen\04072_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Paciente pede lista de modelos,1,2,0,0,520,seq\00520_seq.puml,2024-06-19,github,https://raw.githubusercontent.com/Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery/8b869772f08043abf99adca978178e2e63e952c6/wiki/diagrams/UCS/UC7/nivel1/UC7.puml,Pedro-Teixeira-1211184/least-invasive-breast-cancer-surgery,,0,0,1,2,,0,0,0
4247,add new edge agent,semi-synthetic,4073,uc_gen\04073_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,add new edge agent,3,11,0,0,521,seq\00521_seq.puml,2020-12-25,github,https://raw.githubusercontent.com/etri/SSI/d1cfbd12732f327ad00af7f494fa8399f7bc9e34/SSI_2nd_year/SSI-blockchain/indy-sdk-master/indy-sdk-master/docs/design/005-dkms/puml/06-add-new-edge-agent.puml,etri/SSI,,0,0,1,3,,0,0,0
4248,Add New Edge Agent,semi-synthetic,4074,uc_gen\04074_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Add New Edge Agent,3,11,0,0,521,seq\00521_seq.puml,2020-12-25,github,https://raw.githubusercontent.com/etri/SSI/d1cfbd12732f327ad00af7f494fa8399f7bc9e34/SSI_2nd_year/SSI-blockchain/indy-sdk-master/indy-sdk-master/docs/design/005-dkms/puml/06-add-new-edge-agent.puml,etri/SSI,,0,0,1,3,,0,0,0
4249,Adding a new Edge Agent with selected authorizations,semi-synthetic,4075,uc_gen\04075_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.2,1,Adding a new Edge Agent with selected authorizations,3,14,0,0,521,seq\00521_seq.puml,2020-12-25,github,https://raw.githubusercontent.com/etri/SSI/d1cfbd12732f327ad00af7f494fa8399f7bc9e34/SSI_2nd_year/SSI-blockchain/indy-sdk-master/indy-sdk-master/docs/design/005-dkms/puml/06-add-new-edge-agent.puml,etri/SSI,,0,0,1,3,,0,0,0
4250,add new edge agent,semi-synthetic,4076,uc_gen\04076_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,add new edge agent,3,12,0,0,521,seq\00521_seq.puml,2020-12-25,github,https://raw.githubusercontent.com/etri/SSI/d1cfbd12732f327ad00af7f494fa8399f7bc9e34/SSI_2nd_year/SSI-blockchain/indy-sdk-master/indy-sdk-master/docs/design/005-dkms/puml/06-add-new-edge-agent.puml,etri/SSI,,0,0,1,3,,0,0,0
4251,Add Recycling Center Information,semi-synthetic,4077,uc_gen\04077_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Add Recycling Center Information,1,8,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4252,Add Recycling Center Information,semi-synthetic,4078,uc_gen\04078_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Add Recycling Center Information,1,8,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4253,Add Recycling Center Information,semi-synthetic,4079,uc_gen\04079_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.8,1,Add Recycling Center Information,1,5,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4254,Add Recycling Center Information,semi-synthetic,4080,uc_gen\04080_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.4,Add Recycling Center Information,1,8,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4255,Add Recycling Center Information,semi-synthetic,4081,uc_gen\04081_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.0,1,Add Recycling Center Information,1,8,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4256,Add Recycling Center Information,semi-synthetic,4082,uc_gen\04082_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.6,Add Recycling Center Information,1,7,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4257,Add Recycling Center Information,semi-synthetic,4083,uc_gen\04083_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.8,Add Recycling Center Information,1,8,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4258,Add Recycling Center Information,semi-synthetic,4084,uc_gen\04084_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1.4,1,Add Recycling Center Information,1,5,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4259,Add Recycling Center Information,semi-synthetic,4085,uc_gen\04085_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,1,Add Recycling Center Information,1,8,0,0,522,seq\00522_seq.puml,2025-01-29,github,https://raw.githubusercontent.com/RyanGolpayegani/US2SD_Benchmark/a011ff8836936584d7d16493addac0c2479f7b24/Benchmark/PUML/2202_recycling_40.puml,RyanGolpayegani/US2SD_Benchmark,,0,0,1,4,,0,0,0
4260,Review and Deploy Code Changes,semi-synthetic,4086,uc_gen\04086_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,0.6,1,Review and Deploy Code Changes,3,11,0,0,523,seq\00523_seq.puml,2025-01-09,github,https://raw.githubusercontent.com/protofire/filecoin-CID-checker/0b88a66411aef6d22fbad2092b28f8d8453c2b9f/docs/development-flow.puml,protofire/filecoin-CID-checker,,0,0,3,11,,0,0,0
4261,Development Flow,semi-synthetic,4087,uc_gen\04087_uc_gen.xml,2025-04-28,chatgpt,,,gpt-3.5-turbo-0125,1,0.2,Development Flow,3,13,0,0,523,seq\00523_seq.puml,2025-01-09,github,https://raw.githubusercontent.com/protofire/filecoin-CID-checker/0b88a66411aef6d22fbad2092b28f8d8453c2b9f/docs/development-flow.puml,protofire/filecoin-CID-checker,,0,0,3,11,,0,0,0
